text_id	text	task_1	task_2
hasoc_de_282	https://t.co/Z98EOgcSBS  Bei analogem Handeln gäbe es in Deutschland auf Länder- und Bundesebene keinen amtierenden Innenminister mehr; auch Merkel müsste schamhaft 'die Koffer packen'.	NOT	NONE
hasoc_de_283	Sie suchten und fanden nichts, dann spielten sie, 'Verstehen Sie Spaß' mit Lockvogel etc., Ergebnis bekannt. Eine Kampagne der  BRD mit den linksrotgrünversifften Werkzeugen: DER SPIEGEL, SÜDDEUTSCHE ZEITUNG und ZFD NEO mit BÖHMERMANN, gegen, noch souveränes, Österreich. https://t.co/KgPOGmQo0M	HOF	HATE
hasoc_de_284	@gabbertommy Screenshot ist der Beweis, jetzt wird es teuer. https://t.co/XqCh1kYSjR	NOT	NONE
hasoc_de_285	@gabbertommy , das gibt Strafanzeige! https://t.co/7SUwrElFDA	NOT	NONE
hasoc_de_286	Damit alle was vorm Wochenende zu lachen haben. Jürgen Klopps Auftritt bei Mike Krüger @LFC #liverpool https://t.co/Q40rWobIhu	NOT	NONE
hasoc_de_287	@KrahMax Habe gestern plakatiert gesehen, dass Sie mein Kandidat sind hier in Sachsen und selber Landsmann. Werde Sie aus Überzeugung wählen; sah Sie neulich gegen '....ska' Grüne https://t.co/Vu8MRpa43N	NOT	NONE
hasoc_de_288	Die Chefs reden stur aneinander vorbei https://t.co/Sg1oteGLrW    Bauern können nicht mit 'einer Zunge' reden, zumal jede für sich gespalten ist vor lauter 'falschem Zeugnis geben wider dem Nächsten'.Wahrheit ist bei denen so unbekannt, wie die Lokalisierung des 'Bernsteinzimmers'.	NOT	NONE
hasoc_de_289	Herrlich der Buchstabentausch, so sind auch Algorithmen machtlos. https://t.co/xeMzqhQSwc	NOT	NONE
hasoc_de_290	ein Mann eine Meinung 💪💪💪💪💪💪 https://t.co/SNNe1G1mcy	NOT	NONE
hasoc_de_291	Rathausaffäre: Hannovers Oberbürgermeister wegen schwerer Untreue angeklagt https://t.co/V1I9rqqm0E	NOT	NONE
hasoc_de_292	@SteinbachErika 'Herr' Stegner bezeichnet die AfD als 'Bande' und unterscheidet auch bei Attentaten im Sinne rotgrünversiftem Mainstream. https://t.co/O3ZSWEdA2t	HOF	HATE
hasoc_de_293	-#Gendergaga  -#Klimawetter  -#Plastik  -#Afd  -E-Autos  -#Diesel  -#Frauenquote  -Flüchtl in Mexiko  Es gibt soviele wichtigere Themen wie #Innovation ,Forschung,#Armut,#Abschiebungen, Infrastruktur, #Digitalisierung, #Industrie40.Die neue grüne Politik verhindert den Fortschritt!	NOT	NONE
hasoc_de_294	BREAKING NEWS    Die FPÖ übernimmt Mehrheit bei Tee-Imperium... https://t.co/W5SihCcm9Y	NOT	NONE
hasoc_de_295	Heiko Schrangs Wahlempfehlung zur EU-Wahl https://t.co/x7WuQch9Hf	NOT	NONE
hasoc_de_296	Sehen Sie hier meine heutige Rede im #Bundestag in der vereinbarten Debatte zu 70 Jahren #Grundgesetz:  #70JahreGG #AfD #Volksentscheid #Volksentscheide  ℹ️ https://t.co/E8ntodWhag  🎬 https://t.co/BwR68g9MfQ https://t.co/8efjIOagXl	NOT	NONE
hasoc_de_297	Was löste den Brand der Notre-Dame aus? – Ermittler gehen zwei Spuren nach - https://t.co/hMkigZroeb via @watson_news	NOT	NONE
hasoc_de_298	Dieser Mann wurde dreißig Minuten nach dem Ausbruch des Feuers in der Kathedrale gesichtet https://t.co/F56HCHmrUb via @Politikstube	NOT	NONE
hasoc_de_299	'DIE 'ZEIT' nicht um- vor- oder zurück, sondern abbestellen. Die anderen Exemplare gleich mit. https://t.co/lbDmu8vFP9	NOT	NONE
hasoc_de_300	Noch eine neue Steuer: Eine CO2-Abgabe für jeden Lebensbereich soll die Bürger Milliarden kosten. Die höchsten Strompreise reichen noch nicht. Übrigens: Die USA machen nicht mit. https://t.co/f8ct15fPgR	NOT	NONE
hasoc_de_301	Artikel vom 9.4.2019    'Täglich werden in Frankreich drei Gotteshäuser Opfer von Vandalismus. Von der katholischen Kirche wurden die Vorfälle lange nicht an die große Glocke gehängt – jetzt finden sie größere Aufmerksamkeit. '   https://t.co/FBGcsohCbl	NOT	NONE
hasoc_de_302	Ihr Wissen nahmen sie mit ins Grab https://t.co/IibSH4B6ra via @WEBDE_News	NOT	NONE
hasoc_de_303	Das halte ich für im Bereich des Möglichen.    Eurosport : Gerücht aus Italien: FC Bayern angeblich an Conte dran https://t.co/3cfs4eacoa	NOT	NONE
hasoc_de_304	Retweete diesen Tweet, wenn du auch dafür bist, dass “Flüchtlinge“ in Wohngebiete von Grün-Wählern angesiedelt werden🤨🥳	HOF	HATE
hasoc_de_305	@_FriedrichMerz Ja fang mal an. https://t.co/MkXvElwQJe	NOT	NONE
hasoc_de_306	Notre Dame brennt.  Die Welt ist erschüttert.  Muslime feiern.    Keine Pointe.😔	HOF	HATE
hasoc_de_307	Kriminologe Christian Pfeiffer erhebt Vorwürfe gegen Kardinal Marx https://t.co/Plb0IMHs6a  Lügen und Betrügen sind Tugenden der katholischen Kirchenfürsten, das generiert bei mir Abscheu und Ekel.	NOT	NONE
hasoc_de_308	Gesunde Ernährung - Ernährungstipps von Bas Kast | MDR um 4 | MDR https://t.co/NjdgqO7FjQ	NOT	NONE
hasoc_de_309	'Fast auf den Tag genau vor einem Monat brach das Feuer in der Künstlerkirche Saint Sulpcie, der kleinen Schwester der Kathedrale... https://t.co/EYtXv88p9p	NOT	NONE
hasoc_de_310	@OlafGersemann @welt „Falsche Propheten werden in großer Zahl auftreten und viele verführen.“  Matthäus 24:11 HFA	NOT	NONE
hasoc_de_311	Berliner Bischof: „Mich erinnern die Freitagsdemos an die biblische Szene vom Einzug Jesu“ https://t.co/kGtj3J1Gq4 via @welt  „Falsche Propheten werden in großer Zahl auftreten und viele verführen.“  Matthäus 24:11 HFA	NOT	NONE
hasoc_de_312	Parlamentswahl Finnland: „Die Finnen“ fast gleichauf mit den Sozialdemokraten https://t.co/FAFHgUqxW6 via @tichyseinblick	NOT	NONE
hasoc_de_313	Es kommt jetzt darauf an, wer die meisten Punkte holt  21.04.    15.30 UhrSC Freiburg-BvB  27.04.15.30 UhrBvB-Schalke 04  04.05.18.30 UhrWerder Bremen-BvB  11.05.15.30 UhrBvB-Fortuna Düsseldorf  18.05.15.30 UhrMönchengladbach-BvB https://t.co/UGbfVp3a2J	NOT	NONE
hasoc_de_314	Seit seinem Wechsel im Winter erzielte Isak in seinen ersten zwölf Spielen zwölf Treffer. Das gelang noch nie zuvor einem Ausländer in der höchsten Spielklasse in den Niederlanden. Auch am Sonntag war er beim 2:0 gegen Zwolle erfolgreich, zudem steuerte er noch einen Assist bei. https://t.co/TUbbwObQ5P	NOT	NONE
hasoc_de_315	Otto Addo verlässt Gladbach und kehrt wohl zum BVB zurück https://t.co/KFdXceUQxM	NOT	NONE
hasoc_de_316	Gelsenkirchens neue Aufgabe: Rettet Ückendorf    Die einst prächtigen Gründerzeitfassaden spiegeln den Niedergang der Bochumer Straße im Gelsenkirchener Stadtteil Ückendorf wider. https://t.co/xyFJn4SnlJ	NOT	NONE
hasoc_de_317	Sparkassen, früher seriös und gemeinnützig, sind inzwischen auf 'Banker-Niveau' herabgesunken.    Sparkasse Werra-Meißner Staatsanwaltschaft ermittelt gegen Private-Banking-Berater https://t.co/bPCeLj66fB	NOT	NONE
hasoc_de_318	Das Hillsborough-Desaster: Seit 30 Jahren kämpft Margaret Aspinall dafür, dass aufgedeckt wird, wer schuld am Tod ihres Sohnes ist https://t.co/Yx2zthzD7A via @nzz	NOT	NONE
hasoc_de_319	Danke * des Südens, vom Leuchtturm des Westens. https://t.co/v3t0nqIAja	NOT	NONE
hasoc_de_320	Die Finnen und die konservative Nationale Sammlungspartei erreichten 39 und 38 Mandate. Die Rechtspopulisten halten damit neu mehr als doppelt so viele Sitze wie bisher; sie hatten sich im Wahlkampf dafür ausgesprochen, die Asylantenaufnahme auf 'fast Null' zu begrenzen. https://t.co/7Sx6u4siTi	NOT	NONE
hasoc_de_321	Wenn Worte/Namen fallen: Berlin, Geisel, BER, Müller, Hertha, Gegenbauer, Stadion und Neubau, dann denke ich an Länderfinanzausgleich.... mit Grausen    Präsidiumssitzung: Dardai hat nur bis Mai Jobsicherheit https://t.co/Ep5PHS1eha	NOT	NONE
hasoc_de_322	Nach allgemeiner Verblödungs-Vernichtungs- und Bevormungsmasche wie bei Themen Klima, Migration und Gender geht es bei den Grünen nun ums Eingemachte: #Enteignung. Wann wird Habecks Hütte eigentlich für einen Rechtgläubigen inkl. Familiennachzug geräumt?	NOT	NONE
hasoc_de_323	Heute eine Turnhalle gesehen, die als Unterkunft für gewisse Leute herhalten musste, die über sichere Drittstaaten kamen+hier gar nichts zu suchen hatten. Wir durften sie beim Sport nicht mit Straßenschuhen betreten, aber sie ist jetzt abrissreif!  Danke Merkel @regsprecher   @cdu	NOT	NONE
hasoc_de_324	Wahlrecht für Ausländer verstößt gegen das Grundgesetz.    Trotzdem will Stegner diesen Schwachsinn 'vollenden'.  Die SPD rückt immer mehr von deutscher Demokratie weg, müsste man sie nicht beobachten? https://t.co/gsuciQ5Wze	NOT	NONE
hasoc_de_325	Kramp-Karrenbauer findet, '2015 darf sich nicht wiederholen.'  Es wiederholt sich aber täglich! Jeden Monat wandert eine Kleinstadt nach D ein (ca. 15.000 Migranten). jeder wird auch passlos reingelassen, wenn er 'Asyl' sagt! Und alle bleiben! Wo leben Sie eigentlich Frau @akk?	NOT	NONE
hasoc_de_326	#Madgeburg  Afrikaner schlug Zugbegleiterin ins Gesicht, beleidigte sie als 'Hure', danach versuchte er am Bahnhof einer Taube den Kopf abzubeißen!  Wo ist die #metoo + #govegan Bewegung? Was ich dem Typ wünsche schreibe ich hier nicht!   https://t.co/eM1CFPkC0d	NOT	NONE
hasoc_de_327	#Ibes wird nicht nur immer noch blöder, sondern auch abartiger. Einem  Skorpion Stachel+Scheren abschneiden+bei lebendigem Leib fressen lassen,  das wünscht man dann doch eher den verantwortlichen @RTLde Redakteuren.	NOT	NONE
hasoc_de_328	17-jährige wird auf offener Straße(!) belästigt, ein Busfahrer will ihr helfen, der Mann bedrängt sie weiter, zieht ihr an den Haaren, sie wird dadurch von einem Bus überrollt! Täter: 'Schutzsuchender' aus Afghanistan! Wo bleibt der #MeToo  #Aufschrei?    https://t.co/20BA5l9tay	NOT	NONE
hasoc_de_329	In #Gelsenkirchen griffen 20-30 Jugendliche (Türken+Syrer) Straßenbahnmitarbeiter+Passanten an+randalierten am Hauptbahnhof. Bevor hier jetzt wieder jemand mit #Einzelfall kommt - es ist nicht das erste Mal dass  dort sowas passiert.  https://t.co/rpvoqCPcHC	NOT	NONE
hasoc_de_330	Stiefvater von Leonie (4) David H. wird als ihr Mörder gesucht und konnte aus der Polizeiwache (!) fliehen! Unglaublich! Wer weiß wo er sich aufhält? Bild im Artikel. #Torgelow https://t.co/xMg2WWD3JY	NOT	NONE
hasoc_de_331	Neusprech deluxe:  Juli/August. Es wird sonnig+heiß.   'Das ist eine #Heißzeit und wird uns alle töten!'  Im Januar/Februar schneit es+es wird kalt.  'Das ist eine #Kältewelle+wird uns alle töten!'  'Früher nannte man das Sommer+Winter' werde   ich mal meinen Enkeln erklären.	NOT	NONE
hasoc_de_332	#Tempolimit durchsetzen würde lustig, da die örtliche Polizei es noch nicht mal schafft in Städten illegale Autorennen, ganz oft von jungen Migranten ausgehend, zu stoppen! Oder gilt das Tempolimit dann nur für  Restdeutsche?	NOT	NONE
hasoc_de_333	Afrikaner randaliert während Abschiebung! Was passiert? Zwang? Fesseln? Nein! Beamte brechen die Abschiebung ab! Er wird Wochen später im Privatjet (Kosten 165.000 €!) mit 6 Polizisten, Medizinern sowie Dolmetscher zurück an die Elfenbeinküste geflogen!  https://t.co/FHJ1VRlrsU	NOT	NONE
hasoc_de_334	Was sagt  @sawsanchebli eigentlich dazu, dass sich an einer stark bereicherten Grundschule in Berlin eine 11-jährige wegen Mobbing das Leben nahm? Wegen jeder kleinen Befindlichkeit a la 'wir werden diskriminiert' sich zu Wort melden aber hier schweigen?  #Reinickendorf #Hausotter	NOT	NONE
hasoc_de_335	Um mal mit Renate Künast zu sprechen:' Lüg' nicht!'  😊 https://t.co/9wX9LPnZ2B	NOT	NONE
hasoc_de_336	@WilkeSteding @Waldgaenger1401 Geht nicht um wegrennen sondern späteren Kindern eine Zukunft bieten.	NOT	NONE
hasoc_de_337	@nebelwirkerin @TinchenTrallala @wolfssanguis Sehr gruselig.	NOT	NONE
hasoc_de_338	@Polly20696833 Versteh ich. Wäre ich wesentlich älter würde ich zu 100% in D bleiben.	NOT	NONE
hasoc_de_339	@Polly20696833 Kann ich mir vorstellen. Dabei ist HH an sich eine tolle Stadt. Ist alles so traurig was mit D passiert. :/	NOT	NONE
hasoc_de_340	@Polly20696833 Aber wie sind dort die Löhne denn?	NOT	NONE
hasoc_de_341	@IB_Emskirchen @AwayKlein Ja, hab ich schon gehört! Und außerhalb seines Hofes?	NOT	NONE
hasoc_de_342	@IB_Emskirchen @AwayKlein Wie sieht es denn in Emskirchen aus? 😎	NOT	NONE
hasoc_de_343	Wohin auswandern falls es hier noch schlimmer wird?  Oder hierbleiben? Welches Land lohnt sich? Schreibt es mal bitte als Kommentar.	NOT	NONE
hasoc_de_344	Was mit unseren Steuern passiert ist einfach Wahnsinn!  Soll man in D bleiben bzw. den Wahnsinn weiter unterstützen?  Bundeshaushalt macht 12,8 Milliarden € Plus!   Scholz: 11,2 Milliarden € (!) könne als Rücklage für Flüchtlingskosten zugeführt werden!   https://t.co/GFk2t9cS4D	NOT	NONE
hasoc_de_345	Vom Kantholz mal ganz abgesehen: wie feige ist es denn einem älteren Mann von hinten mit Wucht ins Gesicht zu schlagen?  #Magnitz	NOT	NONE
hasoc_de_346	#Poggenburg verlässt die AfD.  Gut oder schlecht?	NOT	NONE
hasoc_de_347	#Bundesverfassungsgericht #Hartz4 Entscheidung: Stimmen innerhalb des Senats dazu, dass kleinere Sanktionen nicht verhandelt werden:'Der Staat muss reagieren, wenn eine Person sich willentlich oder wissentlich der Mitwirkung verweigert'.   Warum gilt das nicht bei Asylverfahren?	NOT	NONE
hasoc_de_348	Was hat #AbouChaker gemacht um vor Gericht zu kommen?  ✔Bedrohung jmd zu töten  ✔ mit Fingern in Augen gestochen  ✔Kopfstoß, Tritte  ✔Opfer erlitt Nasenbeinbruch+  ✔Platzwunde am Kopf  ...  und die Strafe: 10 Monate auf Bewährung!  Wo leben wir eigentlich? https://t.co/rU1nX2hCXL	NOT	NONE
hasoc_de_349	Noch nicht mal Straftäter können abgeschoben werden.  Afghanistan will abgeschobenen Straftäter+Staatsbürger nicht wieder reinlassen! Und der Afghane wird artig von der deutschem Polizei auf unsere Kosten abgeholt+nach D geflogen.  https://t.co/gEMfCBO3Hh	NOT	NONE
hasoc_de_350	Die Leute im Haus und ich reden jetzt öfter. Früher hat man sich kaum beachtet. Jetzt freut man sich den anderen zu sehen. Man freut sich über Zettel: 'Bitte Zwischentüren schließen', den nur wir verstehen. Die Leute im Haus und ich sind die 20% Restdeutschen die hier noch leben.	NOT	NONE
hasoc_de_351	Herzlichen Glückwunsch zum Geburtstag, Michael Schumacher!   #KeepFightingMichael 🚗	NOT	NONE
hasoc_de_352	War in Hamburg, jetzt wieder Berlin. Unsere einst schönen Großstädte werden zu Ghettos, in denen man kein Wort versteht. Was noch das Harmloseste ist.	NOT	NONE
hasoc_de_353	Migrant schreit 'Allah', messert Passant=Motiv unklar  Mufl-Bande verprügelt 12 Deutsche=Motiv unklar  LKW rast in Weihnachtsmarkt, Tote=zuerst 'Unfall'  Psychisch Kranker fährt in Silvestergeböllere Passanten an  Sofort Innenminister:'Klare Absicht, Ausländer zu töten!'  #Bottrop	NOT	NONE
hasoc_de_354	Meine Lieben, ich wünsche allen ein frohes, erfolgreiches, gesundes + glückliches Neues Jahr 2019!  Happy new year! https://t.co/ftLyeQls2v	NOT	NONE
hasoc_de_355	Warum entschuldigt sich das von uns allen mitfinanzierte @ZDF für ein zufällig gewähltes braunes Hemd eines Kommentators und beschäftigt zugleich einen Kameramann mit bewusst gewaltbejahendem Antifa-Hoodie mit der Aufschrift: 'Brüllen, Zertrümmern und weg'? https://t.co/yZkC6Sqgn8	NOT	NONE
hasoc_de_356	Bitte heute alle Raketen zusammenlegen + eine gewisse Dame zum Mond schießen. https://t.co/QmGef2uDc2	NOT	NONE
hasoc_de_357	Wünsche euch allen einen guten Rutsch ins Neue Jahr! Feiert schön und passt auf euch auf! 🎉⚠ https://t.co/thMJnXc2Tg	NOT	NONE
hasoc_de_358	Wer Dinner for One nicht im TV sehen kann, hier kann man es sich runterladen bzw. online ansehen. 😊  #Silvester   https://t.co/lmTABGogH1	NOT	NONE
hasoc_de_359	Ich empfehle dem armseligen Melder, der mich in meinem Recht persönliche Eindrücke zu schildern beschneiden will, mal einen persönlichen Besuch am Hamburger Hauptbahnhof. https://t.co/UWW5RPFBG3	NOT	NONE
hasoc_de_360	Auf #MDR kommt gerade eine uralte russische Fassung von Aladins Wunderlampe. Verschleierte Frauen+alberne Langbärte mit Säbeln.  O-Ton: 'Wer die Prinzessin ansieht dem wird der Kopf abgeschlagen!'  Ist zwar ein Märchen aber teilweise unsere heutige Realität.	NOT	NONE
hasoc_de_361	Angeblich waren Claudia Roth + Heribert Prantl ein Liebespaar.   Wie soll das abgelaufen sein?  Er:'Ich liebe dich!'  Sie:'Du, das ist jetzt nicht politisch korrekt!'  Er:' Stimmt, ich klinge ja schon wie ein Nazi!! Also: 'Isch lieb disch'  Sie:'Toll, keiner wird ausgegrenzt!'  Er:'😊'	NOT	NONE
hasoc_de_362	https://t.co/qlYkMIVowT	NOT	NONE
hasoc_de_363	https://t.co/DXKKgvjE9q	NOT	NONE
hasoc_de_364	'Mit hunderten von potenziellen TERRORISTEN, die bereit sind, Libyen zu verlassen, lassen Sie Ihre Wachsamkeit zurück, wie einige Regierungskollegen ebenfalls vorschlagen. Wenn Sie die' geschlossene 'Strategie aufgeben, gefährden Sie die Sicherheit der Italiener! https://t.co/NkZoUBjDns	NOT	NONE
hasoc_de_365	Notre Dame – Die Feuerschrift des Untergangs Europas https://t.co/M2eqfsDJoo	NOT	NONE
hasoc_de_366	Altar von Bischof Koch in seiner Hauskapelle. https://t.co/Zhl4mx4Vj8	NOT	NONE
hasoc_de_367	Stell Dir vor, Du baust 200 Jahre eine Kathedrale, um dort unbedeutende Nagerkunst auszustellen. https://t.co/eb5HUO7ThN	NOT	NONE
hasoc_de_368	Eurosport : Liebe auf den zweiten Blick? BVB-Talent Isak sorgt für Furore https://t.co/6IFJ71pCuO	NOT	NONE
hasoc_de_369	Der Staatsfunk wirft sich in den Wahlkampf. Keine Pointe. https://t.co/FipDJrBWd9	NOT	NONE
hasoc_de_370	Angela Merkel als Kunstkritikerin https://t.co/d3pGMGoIvY  Wenn ich nur den Namen höre überkommt mich (M)E(R)KEL!	HOF	OFFN
hasoc_de_371	Er ist inzwischen ein verlässlicher Torhüter, wenn ich da noch so an manche Slapstick-Einlage(hört sich fast wie Slipeinlage an)zurückdenke; weiter so Roman. https://t.co/fF1YJTnrGv	NOT	NONE
hasoc_de_372	Er ist noch so jung und doch schon relativ weit, dazu bescheiden; wenn ich da so an Emre Mohr denke, der sein Talent verschleuderte. https://t.co/lXQKIAkNHN	NOT	NONE
hasoc_de_373	Deutsches Rettungsschiff - EU nimmt Flüchtlinge auf: Endlich dürfen Gerettete runter von Stralsunder „Alan Kurdi“ https://t.co/YodP8hYI4X via @ozliveboxing Flüchtlinge? Seenotrettung? Schiffsname instrumentalisiert und will Mitleid generieren. Wer zahlt das?	NOT	NONE
hasoc_de_374	Ich habe das mit 10 Jahren selbst entschieden; Mutter, Vater und 2 Brüder allesamt nicht mal im Entfernsteten mit Sport, geschweige denn Fußball am Hüte. https://t.co/sArkY1JqUh	NOT	NONE
hasoc_de_375	Andreas Popp - Wissensforum 2018 https://t.co/MpjDA1rPa0	NOT	NONE
hasoc_de_376	Voll wie ein Natter. https://t.co/qXCaKqTde7	NOT	NONE
hasoc_de_377	Allein,diese Fertigstellung einer Flüchtlingsaufnahmestelle in Stendal bis 2022 beweist, dass es sich um geplante Aktionen, die nicht zurück geschraubt werden, handelt     Es ist kein Zufall   Es ist Plan Deutschland und Europa zu zerstören     Wacht endlich auf    Wählt blau https://t.co/EGwCxvvZNi	NOT	NONE
hasoc_de_378	@Telekom_hilft Wie komme ich auf die Startseite von Magenta TV? Welche Sendernummer ist das?	NOT	NONE
hasoc_de_379	@BeaBohne https://t.co/3r7XifNxsa  Schönes Wochenende	NOT	NONE
hasoc_de_380	„Die letzten Tage einer Ära“: Abgesang auf Deutschland https://t.co/jFvgVi7SDH via @welt	NOT	NONE
hasoc_de_381	@MaritaNeubert Bin bei Facebook noch bis Karfreitag gesperrt, dann sind 30 Tage 'Knast' vorbei. Hoffen wir auf Sieg gegen Mainz und Bauernpunktverluste in Düsseldorf.https://t.co/3r7XifNxsa	NOT	NONE
hasoc_de_382	Sehr gute Idee! https://t.co/vVxAFC7HsZ	NOT	NONE
hasoc_de_383	DFB Pokal Gewinnspiel: WIESENHOF: Werder-Expertentipp 29. Spieltag 18/19 https://t.co/Snk52SqUdi	NOT	NONE
hasoc_de_384	@BenningRita Heute sollten wir 3 Punkte holen, egal wie. Schwarzgelbe Grüße.	NOT	NONE
hasoc_de_385	Ratz und Rübe https://t.co/SXLlcofEkA	NOT	NONE
hasoc_de_386	Für 'grüne Bewerber' gibt es in unserem Betrieb eine(n) Genderbeauftragte(n). https://t.co/uNYQPp4ses	NOT	NONE
hasoc_de_387	JETZT AUCH IN #Heidelberg : Die 'bunte' Art, Hochzeiten mit Schüssen auf der Straße zu feiern. Die #Linken und #Grünen haben sich ja schon lange auf dieses 'drastisch geänderte #Deutschland gefreut. #NurdieAfD https://t.co/J6UXssekeb	NOT	NONE
hasoc_de_388	Wie kann man so verroht sein? Notre Dame: Jubel bei fanatischen Muslimen und der „Antifa“ über die Zerstörung der Kathedrale https://t.co/JijD4YHiUk via @DrDavidBerger #NotreDameFire #NotreDame #NotreDameCathedral #Antifa	HOF	HATE
hasoc_de_389	Genau so und nicht anders,Europa den Vaterländern. https://t.co/2Bwvm38Jab	NOT	NONE
hasoc_de_390	Vereidigung bei der Berliner Polizei.     Zoomt mal rein... was fällt auf ?     (Via PolizeiBerlinKarrierre) https://t.co/FDLxjHvx47	NOT	NONE
hasoc_de_391	Falls jemand die Seite nicht aufrufen kann, hier der Artikel auf 2 Screenshots verteilt: https://t.co/aECdcAwCUR	NOT	NONE
hasoc_de_392	Um für sexuelle Einwilligung zu sensibilisieren gibts jetzt ein Kondom, das nur 4 Hände öffnen können.    Als Frau sage ich: Endlich, danke. Damit überlegt es sich nämlich jeder brutale Mann 2 Mal, ob er übergriffig werden soll oder besser doch nicht.   https://t.co/JpD0Twbgff	NOT	NONE
hasoc_de_393	Für Friday for Future Greta Klima-Kinder:    'Nicht vergessen in den Ferien freitags zu demonstrieren. Das Klima macht auch keine Ferien'. https://t.co/ukKoJpqXB3	NOT	NONE
hasoc_de_394	Was denkst du?  https://t.co/CKs60PS8bj	NOT	NONE
hasoc_de_395	Eurosport : #SotipptderBoss: Autsch! Nürnberg düpiert Schalke https://t.co/PePMekszHR	NOT	NONE
hasoc_de_396	Ritsche Ratsche, völler Tücke, ein Lücke in die Brücke....    'Wie bei Ancelotti“: Bayern-Star übt heftige Kritik an Trainer Niko Kovac https://t.co/uoSl6KPX53	NOT	NONE
hasoc_de_397	Wenigstens einer aus der CDU, der es mit der Wahrheit genau nimmt und sich nicht von so einer Stasitrine hinter die Fichte führen lässt.     Maaßen rechnet mit Flüchtlingspolitik von Merkel ab https://t.co/ZDdJY9fX13	HOF	OFFN
hasoc_de_398	EU-Wahlen mit Briten: Rechte EU-Skeptiker auf Kurs zum Sieg https://t.co/tDTsbsjvcl via @KURIERat	NOT	NONE
hasoc_de_399	Was soll schiefgehen?  https://t.co/hnnlFi5TwJ	NOT	NONE
hasoc_de_400	Da erzählt Bosbach nichts Neues; wehe ein AfD ler hätte haargenau das Gleiche zu berichten gehabt. Rassismus, Fremdenfeindlichkeit und Volksverhetzung wäre ihm unterstellt worden und der Staatsschutz auf den Plan gerufen. https://t.co/HHunqovk8x	NOT	NONE
hasoc_de_401	Zuwanderer? Was für eine Wortwahl, schon darin steckt Lügendefinition. Es sind Eindringlinge mit Unkulturhintergründen; passen nicht hier hin und müssen hinausgeleitet werden.    BKA-Lagebild: Gewalt von Zuwanderern gegen Deutsche nimmt zu https://t.co/YMnWvFxQ8N via @welt	HOF	HATE
hasoc_de_402	So ergeht es uns in Sachsen. https://t.co/i0ZHRJFctq	NOT	NONE
hasoc_de_403	@Hartes_Geld @krippmarie isch geh jetzt mal Tankstelle ...	NOT	NONE
hasoc_de_404	Hätte er mal besser gegen das Wetter demonstriert... https://t.co/6sVgXB9B60	NOT	NONE
hasoc_de_405	Das ist der Grundton der Altparteienmanistreammedien. https://t.co/sOKymYPNFV	NOT	NONE
hasoc_de_406	#Innenminister #Seehofer: #Beamte dürfen #AfD-Mitglied sein. Soll weinen (weil das besonders hervorgehoben wird und in einem demokratischen Rechtsstaat selbstverständlich ist) oder lachen, weil es ausgesprochen wird. #AfD https://t.co/yZwmbqmo6k?	NOT	NONE
hasoc_de_407	So ist es! https://t.co/K3H782oipQ	NOT	NONE
hasoc_de_408	Dumm gelaufen für Greenpeace: Der dicke SUV des Verkehrsministers ist ein E-Auto. Aber wir lernen daraus: Auch E soll weg. Besser also gleich gar nicht umsteigen....https://t.co/VXYAwxzoJX	NOT	NONE
hasoc_de_409	Ueli Maurer stürmt aus SRF-Interview https://t.co/NnC6lwbgtC	NOT	NONE
hasoc_de_410	In Deutschland lebende Migranten haben im vergangenen Jahr 5,1 Milliarden Euro in ihre Heimatländer geschickt – ein Rekordwert. Das berichtet die „Wirtschaftswoche“ unter Berufung auf Daten der Bundesbank. (Besser das Geld würde in D ausgegeben werden.) https://t.co/LiD6rCO0mT	NOT	NONE
hasoc_de_411	Vergewaltigung: Polizei nimmt 19-jährigen Schüler fest (Ganz unten im Text steht dann: 'Der 19-jährige Afghane wurde noch am Montag dem Ermittlungsrichter beim Amtsgericht Augsburg vorgeführt.') https://t.co/cMhgYwvDg3	NOT	NONE
hasoc_de_412	Sehr treffend, gegen die war Jackson nur 'Kindergeburtstag', obwohl ich das auch genau so verurteile. https://t.co/OdbinlIzaL	NOT	NONE
hasoc_de_413	Keine Stunde ist vergangen und schon behindert @facebook das Einstellen dieses Artikels, blendet Bild und Überschrift aus. Warum wohl? Welche Informationen und Bilder sollen die Deutschen nicht sehen und erfahren? https://t.co/1oOKoqq9KF	NOT	NONE
hasoc_de_414	Schmidt ist die richtige Wahl.    Eurosport : Paukenschlag in Augsburg! FCA feuert Baum und Lehmann, Nachfolger steht fest https://t.co/C93xZDhq4X	NOT	NONE
hasoc_de_415	*** ⭐️ Breaking ⭐️***    Drittes Geschlecht in Bayern vom Aussterben bedroht!!!    Nur noch wenige Exemplare im Reservat Nürnberg gesichtet. (Bild: Shmul Weiszbrod) https://t.co/3pvAcX2Oyv	NOT	NONE
hasoc_de_416	Er hat recht, die Sportschau ist nur noch Fußball, lieber 3.Liga als andere Sportarten.    Boris Becker: Kritik an ARD und ZDF für zu viel Fußball im TV https://t.co/kqmuZMxe3V via @rponline	NOT	NONE
hasoc_de_417	Pressekonferenz mit Dieter Hecking &amp; Florian Kohfeldt | Borussia Mönchen... https://t.co/XFGcJSe3g8	NOT	NONE
hasoc_de_418	Die Prolongationsorgie setzt sich fort.  Hintergrund: Der weitere Brexit-Fahrplan | https://t.co/E5CYF8UitI https://t.co/P2k8AN1FBO	NOT	NONE
